tt6135348,120 battements par minute,2018,06/04/2018,143,France,$ 7704369,French,Les Films de Pierre
tt6136188,9 doigts,2018,21/03/2018,99,"France, Portugal",,French,OSS/100 Films & Documents
tt6138228,Downrange,2018,14/12/2018,90,"USA, Japan",,English,Genco
tt6143568,The Humanity Bureau,2018,06/04/2018,95,"Canada, USA, UK",$ 58970,English,VMI Worldwide
tt6144092,En el séptimo día,2018,08/06/2018,92,USA,$ 79887,"Spanish, Mixtec, English",
tt6147260,Atak paniki,2018,19/01/2018,100,Poland,$ 434811,Polish,Akson Studio
tt6147514,VampyrVidar,2018,07/09/2018,83,Norway,$ 9649,Norwegian,UFOh!
tt6147954,Chien,2018,14/03/2018,90,"France, Belgium",,French,Single Man Productions
tt6149936,Siembamba,2018,12/07/2018,86,South Africa,$ 242997,English,Cut & Paste Generation
tt6150942,Becks,2018,09/02/2018,98,USA,,English,Irony Point
tt6159520,Chasing the Blues,2018,05/10/2018,77,USA,$ 14030,English,Fulton Market Films
tt6173020,La fête est finie,2018,28/02/2018,93,France,,French,Elzévir Films
tt6175234,Arthur & Claire,2018,08/03/2018,100,"Germany, Austria, Netherlands",,"German, Dutch, English",Tivoli Film Produktion
tt6175764,Nur Gott kann mich richten,2018,25/01/2018,100,Germany,,"German, Arabic, Russian",Constantin Film
tt6190348,Pin Cushion,2018,13/07/2018,82,UK,$ 71275,English,BFI Film Fund
tt6193454,Blue My Mind,2018,04/10/2018,97,Switzerland,$ 11350,Swiss German,Zürcher Hochschule der Künste
tt6197484,Que baje Dios y lo vea,2018,05/01/2018,95,Spain,$ 1958544,Spanish,Morena Films
tt6205996,The Crossbreed,2018,06/03/2018,85,USA,$ 10864,English,BD America
tt6206880,Praça Paris,2018,26/04/2018,110,"Portugal, Argentina, Brazil",$ 2506,Portuguese,CEPA Audiovisual
tt6207118,Funôhan,2018,01/02/2018,106,Japan,$ 6356312,Japanese,Avex Pictures
tt6207878,"No Date, No Signature",2018,14/02/2018,99,Iran,$ 107368,Persian,Mehr Taha Studio
tt6208138,Motherhood,2018,22/02/2018,74,Iran,,Persian,Aseman Honar
tt6213362,Les gardiennes,2018,17/08/2018,138,"France, Switzerland",$ 4167608,"French, English",Les Films du Worso
tt6213952,Anything,2018,11/05/2018,94,USA,$ 19037,English,Chaotik
tt6215208,Allure,2018,18/05/2018,105,Canada,$ 39,English,micro_scope
tt6217608,The Rider,2018,13/04/2018,104,USA,$ 3434963,English,Caviar
tt6217748,Ferrari,2018,14/03/2018,98,Iran,,Persian,Baranak Film
tt6218794,Israfil,2018,14/02/2018,95,Iran,,Persian,Avay-E-Nafas Studio
tt6218996,Charlie en Hannah gaan uit,2018,14/02/2018,75,Belgium,,"Dutch, Italian, French",Altitude 100 Production
tt6224580,Comedy Ensani,2018,17/01/2018,90,Iran,,Persian,
tt6227192,Sexy Durga,2018,23/03/2018,85,India,,Malayalam,NiV Arts Movies
tt6229030,Matar a Dios,2018,27/12/2018,92,"Spain, France",$ 22603,Spanish,Alhena Production
tt6230134,Occidental,2018,28/03/2018,73,France,,"Italian, English, Arabic, French",Bad Manners
tt6235414,Do It Yourself,2018,08/03/2018,97,Greece,$ 4541,Greek,
tt6243140,Les affamés,2018,02/03/2018,104,Canada,$ 41026,French,La Maison de Prod
tt6249434,Shelter,2018,25/01/2018,93,"Germany, Israel, France",$ 134632,"English, Hebrew, German, Arabic",Eran Riklis Productions
tt6256872,A Moment in the Reeds,2018,29/06/2018,108,"UK, Finland",,"English, Finnish",Wild Beast Productions
tt6280810,Love Me Not,2018,12/04/2018,99,"Greece, France",,Greek,Faliro House Productions
tt6281148,Looking for Oum Kulthum,2018,07/06/2018,90,"Germany, Austria, Italy, Morocco, Qatar, Lebanon, France",,"English, Persian, Arabic",Agora Films
tt6294822,The Post,2018,19/01/2018,116,"USA, UK",$ 179769457,English,Twentieth Century Fox
tt6301712,Outlaws,2018,18/10/2018,92,Australia,$ 58652,English,Head Gear Films
tt6303866,Beach Rats,2018,25/01/2018,98,USA,$ 486623,English,Cinereach
tt6304162,Nelyubov,2018,09/02/2018,127,"Russia, France, Germany, Belgium",$ 3925992,"Russian, Tajik",Fetisoff Illusion
tt6328182,Le rire de ma mère,2018,17/01/2018,96,"France, Belgium",$ 117812,French,Loma Nasha Films
tt6332764,Los olvidados,2018,08/03/2018,98,"Argentina, New Zealand",$ 20418,Spanish,Black Mandala
tt6340604,Burn Out,2018,03/01/2018,107,"France, Belgium",$ 1144435,French,2425 Films
tt6340640,Les garçons sauvages,2018,28/02/2018,110,France,,"French, English",Ecce Films
tt6343058,Oh Lucy!,2018,28/04/2018,95,"Japan, USA",$ 600145,"English, Japanese",Matchgirl Pictures
tt6347150,Bajo la piel de lobo,2018,09/03/2018,110,Spain,$ 52408,Spanish,Crea SGR
tt6353716,Winter War,2018,17/01/2018,140,France,,French,
tt6360872,Party Bus to Hell,2018,13/04/2018,81,USA,,,Mahal Empire
tt6369748,Scurtcircuit,2018,23/02/2018,109,Romania,,Romanian,
tt6389316,Bao lie wu sheng,2018,04/04/2018,120,China,$ 8512220,Mandarin,Bingchi Pictures
tt6390756,Colao,2018,04/01/2018,88,Dominican Republic,$ 7389,Spanish,Bou Group
tt6400280,Arábia,2018,05/04/2018,97,Brazil,$ 38399,Portuguese,Katásia Filmes
tt6400316,Meditation Park,2018,09/03/2018,94,Canada,$ 59530,"English, Cantonese",Meditation Park Film Ltd.
tt6423776,Un beau soleil intérieur,2018,20/04/2018,94,"France, Belgium",$ 4192590,French,Curiosa Films
tt6433880,Anna and the Apocalypse,2018,30/11/2018,93,UK,$ 670430,English,Blazing Griffin
tt6449336,"Belle et Sébastien 3, le dernier chapitre",2018,14/02/2018,91,France,$ 33895230,"French, Italian",Radar Films
tt6451304,Hao jile,2018,12/01/2018,77,China,$ 504003,Mandarin,Jiamei Spring Pictures
tt6464360,The Hollow Child,2018,15/06/2018,88,Canada,$ 34719,English,Broken Mirror Films
tt6464678,Housewife,2018,10/08/2018,82,"Turkey, USA",$ 8408,English,Anka Film
tt6467968,Posoki,2018,26/01/2018,103,"Bulgaria, Germany, Republic of Macedonia",$ 196700,Bulgarian,Argo Film
tt6470762,Mazinger Z: Infinity,2018,13/01/2018,95,Japan,$ 4812371,Japanese,Toei Animation
tt6514010,Brij Mohan Amar Rahe,2018,03/08/2018,105,India,,Hindi,Saregama India
tt6525978,The Wicked Gift,2018,05/04/2018,112,Italy,,Italian,Movie Planet Group
tt6567012,West of Sunshine,2018,23/08/2018,78,Australia,$ 24760,English,Exile Entertainment
tt6572694,The Ring Thing,2018,01/04/2018,106,USA,,English,
tt6572702,Happy Family,2018,02/03/2018,93,"Germany, UK",$ 27372370,"English, German",Ambient Entertainment GmbH
tt6577814,Pihalla,2018,30/11/2018,100,Finland,,"Finnish, English",Ten Thousand Hearts
tt6589292,Mustang Island,2018,02/01/2018,86,USA,,English,Pepper Island Films
tt6590488,Holy Air,2018,04/10/2018,81,Israel,,"Arabic, Hebrew, English, Italian, French",
tt6596630,Invisible,2018,08/03/2018,87,"Argentina, France",,Spanish,Tarea Fina
tt6596796,Mai mee Samui samrab ter,2018,01/02/2018,108,"Thailand, Germany, Norway",,"Thai, English",Augenschein Filmproduktion
tt6609010,Koi to sayonara to Hawai,2018,23/03/2018,93,Japan,,Japanese,
tt6613932,Adiós entusiasmo,2018,15/03/2018,79,"Colombia, Argentina",$ 12052,Spanish,Imaginaria Films
tt6632000,Comme des rois,2018,02/05/2018,84,France,$ 498915,French,Moteur Sil Vous Plaît
tt6640390,Blank 13,2018,30/03/2018,70,Japan,$ 34721,Japanese,
tt6665464,The Marriage,2018,01/02/2018,97,"Kosovo, Albania",,Albanian,Beze
tt6680312,Who We Are Now,2018,25/05/2018,95,USA,$ 19128,English,No Place Like Films
tt6682424,Yonlu,2018,30/08/2018,88,Brazil,,"Portuguese, English",Container Filmes
tt6695212,Wajib,2018,14/02/2018,96,"Palestine, France, Colombia, Germany, United Arab Emirates, Qatar, Norway",$ 589794,Arabic,Ape&Bjørn
tt6709502,Christmas on the Coast,2018,25/11/2018,92,USA,,English,INSP Films
tt6711660,Babumoshai Bandookbaaz,2018,18/12/2018,122,India,,"Hindi, Bengali",KNKSPL
tt6733368,Uso wo aisuru onna,2018,20/01/2018,117,Japan,$ 5657262,Japanese,Robot Communications
tt6738136,Revenge,2018,11/05/2018,108,"France, Belgium",$ 913331,"French, English",M.E.S. Productions
tt6763252,Der Hauptmann,2018,15/03/2018,118,"Germany, France, Poland, China, Portugal",$ 1196669,German,Filmgalerie 451
tt6777170,24 Frames,2018,02/08/2018,114,"Iran, France",$ 37045,English,Abbas Kiarostami Productions
tt6803180,The Grave Caller,2018,10/10/2018,93,USA,,English,Old Man Winter Productions
tt6811992,Je vais mieux,2018,30/05/2018,86,France,$ 1026212,French,EuropaCorp
tt6830412,El habitante,2018,15/06/2018,93,Mexico,$ 1838846,Spanish,Bh5
tt6849128,Phoenix Wilder and the Great Elephant Adventure,2018,16/04/2018,87,"Canada, South Africa",$ 24844,English,
tt6852284,Venus,2018,02/03/2018,95,Canada,,English,Compass Productions
tt6856132,The Testament,2018,11/01/2018,88,"Austria, Israel",$ 14489,"Hebrew, German, English, Yiddish",Gum Films
tt6885804,The Follower,2018,15/02/2018,79,France,,English,Kmp
tt6916872,50 First Kisses,2018,01/06/2018,114,Japan,$ 11455690,"Japanese, English, Chinese",Plus D
tt6940696,Pahuna: The Little Visitors,2018,07/12/2018,88,"India, Nepal",,Nepali,Government of Sikkim
tt6958212,Sweet Country,2018,09/03/2018,113,Australia,$ 1847693,"English, Aboriginal",Bunya Productions
tt6978268,Omerta,2018,04/05/2018,98,India,,Hindi,Karma Media And Entertainment
tt6982352,Never Leave Me,2018,21/09/2018,96,"Bosnia and Herzegovina, Turkey",$ 295033,"Arabic, Turkish",
tt7006206,Den utrolige historie om den kæmpestore pære,2018,27/07/2018,79,Denmark,$ 3099852,"Danish, English",A. Film
tt7012864,Lowlife,2018,06/04/2018,96,USA,,"English, Spanish",
tt7013830,Virus Tropical,2018,19/10/2018,97,"Colombia, Ecuador",$ 31100,Spanish,Ikki Films
tt7080960,Michael Inside,2018,06/04/2018,96,Ireland,$ 61034,English,Subotica Entertainment
tt7085054,Lost & Found,2018,13/07/2018,96,Ireland,$ 164026,English,Hyper Films
tt7085164,Karp otmorozhennyy,2018,18/01/2018,101,Russia,$ 186126,Russian,KinoKlaster
tt7085842,In un giorno la fine,2018,14/08/2018,100,Italy,$ 181145,Italian,Mompracem
tt7087940,Mutalim Besafek,2018,08/03/2018,88,Israel,,Hebrew,Gesher Multicultural Film Fund
tt7128066,Charleston,2018,01/01/2018,119,"Romania, France",$ 20270,Romanian,ICON production
tt7148254,Sashishi deda,2018,04/05/2018,107,"Georgia, Estonia",,Georgian,Artizm
tt7162416,Milla,2018,11/04/2018,128,"France, Portugal",$ 3304,French,Cinémadefacto
tt7177156,Une saison en France,2018,31/01/2018,100,France,$ 98390,French,Pili Films
tt7180544,Mukkabaaz,2018,12/01/2018,154,India,$ 138515,Hindi,Colour Yellow Productions
tt7215548,Sekala Niskala,2018,08/03/2018,83,"Indonesia, Netherlands, Australia, Qatar",,"Indonesian, Balinese",Treewater Productions
tt7216256,Razzia,2018,14/02/2018,119,"France, Belgium, Morocco",$ 1151580,"Arabic, Berber languages, French",Unité de Production
tt7222552,Sparring,2018,31/01/2018,95,France,$ 165548,French,Unité de Production
tt7224496,Los Versos del Olvido,2018,31/05/2018,92,"France, Germany, Netherlands, Chile",,Spanish,House on Fire
tt7229730,The Royal Hibiscus Hotel,2018,10/02/2018,90,Nigeria,,English,EbonyLife Films
tt7230476,Pela Janela,2018,18/01/2018,87,Brazil,$ 4033,Portuguese,Dezenove Som e Imagem
tt7233012,Life Guidance,2018,12/01/2018,101,Austria,,German,KGP Kranzelbinder Gabriele Production
tt7243006,Meteorlar,2018,07/12/2018,84,Netherlands,,"Kurdish, Turkish",29P Films
tt7260048,Outside In,2018,03/04/2018,109,USA,$ 68492,English,Duplass Brothers Productions
tt7262052,Soldatii. Poveste din Ferentari,2018,02/02/2018,119,"Romania, Serbia, Belgium",$ 23057,Romanian,Film House Bas Celik
tt7264116,Candelaria,2018,12/04/2018,87,"Colombia, Germany, Norway, Argentina, Cuba",$ 132427,Spanish,Antorcha Films
tt7272242,Matar a Jesús,2018,13/04/2018,95,Colombia,$ 96912,Spanish,64A Films
tt7279296,La vita in comune,2018,06/09/2018,110,Italy,$ 78266,Italian,Saietta Film
tt7286612,La surface de réparation,2018,17/01/2018,94,France,$ 117045,French,Les Films de Pierre
tt7293380,Aos Teus Olhos,2018,12/04/2018,87,Brazil,,Portuguese,Conspiração Filmes
tt7296624,Too Much Info Clouding Over My Head,2018,01/04/2018,106,Greece,$ 3181,Greek,Atmosphere People
tt7297966,Village Rockstars,2018,28/09/2018,87,India,,Assamese,Flying River Films
tt7323600,Hagazussa,2018,17/05/2018,102,"Austria, Germany",$ 21487,German,Deutsche Film- und Fernsehakademie Berlin (DFFB)
tt7385556,Martyr,2018,19/07/2018,84,"Lebanon, Italy",,Arabic,
tt7390044,Joi manheun sonyeo,2018,13/09/2018,113,South Korea,$ 151024,Korean,
tt7413530,Manuel,2018,03/05/2018,95,Italy,,Italian,BiBi Film
tt7419360,Wieza. Jasny dzien,2018,23/03/2018,106,"Poland, Czech Republic",,Polish,Centrala
tt7439220,Askin Gören Gözlere Ihtiyaci yok,2018,09/05/2018,83,Turkey,$ 70161,Turkish,Limon Film
tt7466370,Yol kenari,2018,15/03/2018,119,"Turkey, Greece",$ 6810,Turkish,Mitra Filmcilik
tt7543904,Hsing fu lu shang,2018,05/01/2018,110,Taiwan,$ 31505,"Min Nan, Mandarin, English",Ifilm
tt7549892,Aterrados,2018,03/05/2018,87,Argentina,$ 367173,Spanish,Instituto Nacional de Cine y Artes Audiovisuales (INCAA)
tt7583280,Heaven Without People,2018,01/03/2018,91,Lebanon,$ 5421,Arabic,
tt7587878,Michelangelo - Infinito,2018,27/09/2018,97,"Italy, Holy See (Vatican City State)",$ 1087874,"Italian, English",Magnitudo
tt7599050,Hung sau dou,2018,05/01/2018,87,Hong Kong,,"Cantonese, Mandarin, Japanese",HK Film Production
tt7610008,Iscelitel,2018,19/07/2018,104,Republic of Macedonia,$ 8982,Macedonian,Fragment Film
tt7624514,Rewind: Die zweite Chance,2018,03/05/2018,106,Germany,,German,ARTE
tt7647198,Love and Shukla,2018,01/09/2018,107,India,,Hindi,Momo Films
tt7651078,The Invisible Man,2018,04/02/2018,88,USA,,English,Theatrical Arts International
tt7677228,Tito e gli alieni,2018,07/06/2018,93,Italy,$ 232931,"Italian, English",BiBi Film
tt7687254,Vent du Nord,2018,10/01/2018,89,"France, Tunisia, Belgium",$ 197676,"French, Arabic",Barney Production
tt7690020,Fake Tattoos,2018,19/07/2018,87,Canada,$ 14907,French,
tt7749928,Gynaíkes pou perásate apó do,2018,13/12/2018,85,Greece,$ 39446,Greek,Faliro House Productions
tt7757028,Somewhere Beyond the Mist,2018,18/01/2018,86,Hong Kong,,Cantonese,Beautiful Productions
tt7768800,Unicórnio,2018,16/08/2018,122,Brazil,,Portuguese,3 Tabela Filmes e Produções Artísticas
tt7787418,Er dai yao jing,2018,05/01/2018,110,China,$ 46154323,"Mandarin, Shanghainese",Beijing Culture
tt7797250,Watashitachi no ie,2018,13/01/2018,80,Japan,,Japanese,"Graduate School of Film and New Media, Tokyo University of the Arts"
tt7838228,Chamak,2018,18/01/2018,155,India,$ 28235,Kannada,Crystal Paark Cinemas
tt7875604,Huang jin hua,2018,12/04/2018,91,Hong Kong,$ 924395,Cantonese,Beijing Pegasus United Pictures Culture
tt7913394,Norm of the North: Keys to the Kingdom,2018,31/08/2018,91,"India, USA",$ 1291741,English,Discreet Arts Productions
tt7914416,Kamera wo tomeruna!,2018,23/06/2018,96,Japan,$ 27590180,Japanese,ENBU Seminar
tt8045466,Il cratere,2018,12/04/2018,93,Italy,,Italian,TFilm
tt8077180,Put Seylere,2018,23/11/2018,100,Turkey,$ 16565,Turkish,
tt8191502,So-gong-nyeo,2018,22/03/2018,106,South Korea,$ 424025,Korean,Gwanghwamoon Cinema
tt8260948,Winaypacha,2018,19/04/2018,86,Peru,$ 1036,Aymara,Cine Aymara Studios
tt8306326,Mirrors and Feathers,2018,20/07/2018,120,China,$ 100318,Mandarin,Beijing Glazed Sky Production
tt8333776,Si muore tutti democristiani,2018,10/05/2018,89,Italy,$ 164524,Italian,IBC Movie
tt8967900,Shomareh 17 Soheila,2018,20/06/2018,78,Iran,,Persian,
tt0069049,The Other Side of the Wind,2018,02/11/2018,122,"France, Iran, USA",,"English, German",Royal Road Entertainment
tt0347307,Kaminnyy khrest,2018,30/10/2018,80,Soviet Union,,Ukrainian,Dovzhenko Film Studios
tt0360556,Fahrenheit 451,2018,20/05/2018,100,USA,,English,HBO Films
tt0365545,Nappily Ever After,2018,21/09/2018,98,USA,,English,Netflix
tt0859635,Super Troopers 2,2018,15/06/2018,99,USA,$ 31626386,English,Votiv Films
tt0862930,Dukun,2018,05/04/2018,108,Malaysia,,"Hokkien, Malay",Astro Shaw
tt0972544,Back Roads,2018,07/12/2018,101,USA,,English,Upturn Productions
tt10182822,Loro,2018,18/10/2018,151,Italy,$ 35613,Italian,
tt10207850,Killer in Law,2018,18/12/2018,90,USA,,English,Fell to Earth Productions
tt1034415,Suspiria,2018,16/11/2018,152,"Italy, USA",$ 7942093,"English, German, French, Russian",Frenesy Film Company
tt10411954,Hometown Killer,2018,09/12/2018,87,USA,,English,Blue Sky Films
tt10515340,At the Door,2018,06/04/2018,99,USA,,English,Quirk Films
tt1072748,Winchester,2018,02/02/2018,99,"Australia, USA",$ 44019588,English,Blacklab Entertainment
tt1137450,Death Wish,2018,06/04/2018,107,"USA, Canada",$ 49562710,"English, Spanish",Cave 76
tt1213641,First Man,2018,12/10/2018,141,"USA, Japan",$ 105697415,English,Universal Pictures
tt1255919,Holmes & Watson,2018,26/12/2018,90,"USA, Canada",$ 40466970,English,Columbia Pictures
tt1259528,Den of Thieves,2018,02/02/2018,140,USA,$ 80509622,"Spanish, English, Polynesian",Atmosphere Entertainment MM
tt1270797,Venom,2018,03/10/2018,112,"China, USA",$ 856085151,"English, Mandarin, Malay",Avi Arad Productions
tt1273221,London Fields,2018,26/10/2018,118,"UK, USA",$ 487420,English,Muse Productions
tt1285009,The Strangers: Prey at Night,2018,04/05/2018,85,"UK, USA",$ 31039126,English,Aviron Pictures
tt1289403,The Guernsey Literary and Potato Peel Pie Society,2018,20/04/2018,124,"UK, France, USA",$ 23148937,"English, German, French",Amazon Prime Video
tt1308728,The Happytime Murders,2018,27/08/2018,91,"USA, China",$ 27506452,English,STX Entertainment
tt1318517,The Man Who Killed Don Quixote,2018,19/05/2018,132,"Spain, Belgium, France, UK, Portugal",$ 2301430,"English, Spanish",Alacran Pictures
tt1365519,Tomb Raider,2018,14/03/2018,119,"UK, USA",$ 274650803,"English, Cantonese, Hindi",Metro-Goldwyn-Mayer (MGM)
tt1389098,Mapplethorpe,2018,22/04/2018,102,USA,$ 91002,English,Boston Diva Productions
tt1413492,12 Strong,2018,26/01/2018,130,USA,$ 67450815,"English, Dari, Russian, Spanish, Uzbek",Alcon Entertainment
tt1464763,Mute,2018,23/02/2018,126,"UK, Germany",,"English, German",Liberty Films UK
tt1477834,Aquaman,2018,12/12/2018,143,"USA, Australia",$ 1148161807,"English, Russian, Maori, Italian",DC Comics
tt1502407,Halloween,2018,19/10/2018,106,USA,$ 255485178,English,Blumhouse Productions
tt1517451,A Star Is Born,2018,03/10/2018,136,USA,$ 434888866,English,Warner Bros. Pictures
tt1525916,Ihmisen osa,2018,21/12/2018,107,"Finland, Denmark",,Finnish,Smile Entertainment
tt1563742,Overboard,2018,04/05/2018,112,USA,$ 91244913,"English, Norwegian, Spanish, French",Pantelion Films
tt1571234,Mortal Engines,2018,08/12/2018,128,"USA, New Zealand",$ 83672673,English,Media Rights Capital (MRC)
tt1590193,The Commuter,2018,19/01/2018,105,"France, USA",$ 119942387,"English, Spanish",StudioCanal
tt1620680,A Wrinkle in Time,2018,23/03/2018,109,USA,$ 132675864,English,Legend3D
tt1677720,Ready Player One,2018,28/03/2018,140,"USA, India",$ 582890172,English,Warner Bros.
tt1682886,Been So Long,2018,26/10/2018,100,,,,BFI Film Fund
tt1690967,Come Sunday,2018,13/04/2018,106,USA,,English,Endgame Entertainment
tt1727824,Bohemian Rhapsody,2018,24/10/2018,134,"UK, USA",$ 903655259,English,GK Films
tt1773753,Mara,2018,07/09/2018,98,USA,$ 661769,English,Moon River Studios
tt1780790,Catskill Park,2018,27/11/2018,93,USA,,,Pipeline Entertainment (II)
tt1799516,Benji,2018,16/03/2018,87,"United Arab Emirates, USA",$ 585333,English,Blumhouse Productions
tt1801552,Gotti,2018,14/06/2018,112,"Canada, USA",$ 6412349,English,Emmett/Furla/Oasis Films (EFO Films)
tt1825683,Black Panther,2018,13/02/2018,134,USA,$ 1346913161,"English, Swahili, Nama, Xhosa, Korean",Marvel Studios
tt1826956,Operation Ragnarök,2018,07/12/2018,99,Sweden,,"Swedish, Persian",Kruthuset AB
tt1843303,The VelociPastor,2018,31/08/2018,75,"USA, China",,"English, Cantonese, Mandarin, Korean",Cyfuno Ventures
tt1846589,Hunter Killer,2018,19/10/2018,122,"UK, China, USA",$ 31672678,"English, Russian",Hunter Killer Productions
tt1884378,7 Splinters in Time,2018,03/03/2018,75,USA,,English,Intrinsic Value Films
tt1922544,All These Small Moments,2018,24/04/2018,100,USA,,,Jemstone Productions
tt1937340,Beyond Paradise,2018,05/01/2018,101,USA,,English,Newroz Films
tt1971310,5 Weddings,2018,26/10/2018,90,"USA, India, Canada",$ 26980,English,UniGlobe Entertainment
tt1977094,Beyond White Space,2018,14/12/2018,93,"USA, Hungary",,English,Spoke Lane Entertainment
tt1999890,Hell Fest,2018,16/11/2018,89,USA,$ 18159691,English,Tucker Tooley Entertainment
tt2011311,The Outsider,2018,09/03/2018,120,USA,$ 1869,"English, Japanese",Linson Entertainment
tt2018069,Our House,2018,27/07/2018,90,"Canada, Germany, USA",$ 24039,English,Prospero Pictures
tt2034176,Redcon-1,2018,28/09/2018,115,UK,$ 208902,English,Apocalypse Pictures
tt2050452,Pedro e Inês,2018,18/10/2018,120,"Portugal, France, Brazil",$ 213256,Portuguese,Persona Non Grata Pictures
tt2069797,Delirium,2018,22/05/2018,96,USA,,English,Appian Way
tt2098669,Dirty Dealing 3D,2018,19/06/2018,90,USA,,English,Gen One Films
tt2119543,The House with a Clock in Its Walls,2018,21/09/2018,105,"USA, Canada, India",$ 131457147,English,DreamWorks
tt2140629,Arizona,2018,24/08/2018,85,USA,,English,Imperative Entertainment
tt2150177,Bhaiaji Superhit,2018,23/11/2018,139,India,,Hindi,Metro Movies
tt2160105,I Still See You,2018,12/10/2018,98,USA,$ 1620637,English,Gold Circle Films
tt2179231,The Bromley Boys,2018,01/06/2018,106,UK,$ 19996,,Itchy Fish Film
tt2226440,Dead Men,2018,02/01/2018,180,USA,,English,Catch the Sun
tt2231461,Rampage,2018,11/04/2018,107,USA,$ 428028233,"English, American Sign Language",New Line Cinema
tt2233979,Beatus,2018,02/11/2018,103,USA,,"English, Latvian","EMH Consulting Group,"
tt2237324,Bent,2018,09/03/2018,96,"Spain, USA",$ 82247,English,AMBI Group
tt2243900,Trouble Is My Business,2018,03/04/2018,116,USA,,English,Lumen Actus
tt2268018,Neron,2018,06/03/2018,100,USA,,English,Applied Art Productions
tt2281442,Haunted 2: Apparitions,2018,25/09/2018,87,UK,,English,Greenway Entertainment
tt2296777,Sherlock Gnomes,2018,11/05/2018,86,"UK, USA, India, Canada, France, Belgium",$ 90345871,"English, Mandarin",Metro-Goldwyn-Mayer (MGM)
tt2315596,Galveston,2018,19/10/2018,91,USA,$ 225567,English,Jean Doumanian Productions
tt2316479,Blue Iguana,2018,05/10/2018,100,UK,$ 41050,English,UK Film Studio Productions
tt2372251,Down a Dark Hall,2018,03/08/2018,96,"Spain, USA",$ 2557053,English,Fickle Fish Films
tt2377752,The Truth About Lies,2018,27/01/2018,94,USA,,English,Rumpus Entertainment
tt2386237,Malevolent,2018,05/10/2018,89,UK,,English,Catalyst Global Media
tt2388771,Mowgli,2018,07/12/2018,104,"UK, USA",,"English, Hindi",Imaginarium Productions
tt2392748,Scorched Earth,2018,01/02/2018,96,"Canada, USA",,English,Lighthouse Pictures
tt2401825,Wu wen xi dong,2018,12/01/2018,138,China,$ 119055731,Mandarin,
tt2404639,The Happy Prince,2018,15/06/2018,105,"UK, Belgium, Italy, Germany",$ 2621992,"Latin, English, French, Italian",Maze Pictures
tt2445568,Outlawed,2018,02/10/2018,102,UK,,English,
tt2463842,Blockbuster,2018,24/01/2018,85,France,$ 2044,French,Madeleine Films
tt2490148,Fury of the Fist and the Golden Fleece,2018,25/05/2018,107,USA,,,Only Human Productions
tt2530316,Beauty & the Beholder,2018,26/10/2018,95,USA,$ 1368,English,Reel One Entertainment Worldwide
tt2531344,Blockers,2018,30/03/2018,102,USA,$ 94017294,English,Point Grey Pictures
tt2534642,Captain Morten and the Spider Queen,2018,15/08/2018,79,"Estonia, Belgium, Ireland, UK",,English,Calon
tt2548396,The Cloverfield Paradox,2018,04/02/2018,102,USA,,"English, Mandarin, German",Bad Robot
tt2557478,Pacific Rim: Uprising,2018,23/03/2018,111,"UK, China, Japan, USA",$ 290930148,"English, Mandarin, Russian",Legendary Entertainment
tt2570500,Fonotune: An Electric Fairytale,2018,14/05/2018,74,"Japan, USA, Germany",,Japanese,Studio Saboteur
tt2619512,The Big Take,2018,07/09/2018,83,USA,,English,Federal Pictures
tt2651724,Wastelander,2018,02/02/2018,90,USA,$ 70045,English,"Point Of View Pictures, Scott Hellon"
tt2670882,Measure of a Man,2018,11/05/2018,100,USA,,English,Taylor Lane Productions
tt2677064,Vishwaroopam 2,2018,10/08/2018,145,India,$ 517375,"Tamil, Hindi, Telugu",Aascar Film P.
tt2677722,City of Lies,2018,21/12/2018,112,"UK, USA",$ 1605775,"English, Spanish",FilmNation Entertainment
tt2690634,The Bad Guys,2018,16/02/2018,90,USA,,English,Romark Entertainment
tt2700194,Prishelets,2018,08/11/2018,95,Russia,$ 223287,"Russian, English",Muravey Production
tt2704998,Game Night,2018,02/03/2018,100,USA,$ 117679066,English,Access Entertainment
tt2709692,The Grinch,2018,09/11/2018,85,"France, Japan, USA",$ 511595957,English,Universal Pictures
tt2728784,After Darkness,2018,01/01/2018,98,"Mexico, USA",,English,Camellia Entertainment
tt2737304,Bird Box,2018,21/12/2018,124,USA,,English,Netflix
tt2759338,Dassehra,2018,26/10/2018,131,India,,Hindi,Rash Production
tt2766104,Lói: Þú Flýgur Aldrei Einn,2018,06/07/2018,83,"Iceland, Belgium",$ 6063125,"English, Icelandic, Italian",GunHil
tt2798920,Annihilation,2018,23/02/2018,115,"UK, USA",$ 43070915,English,Paramount Pictures
tt2802062,Ishqeria,2018,21/09/2018,118,India,,Hindi,Yen Movies
tt2837574,The Old Man & the Gun,2018,07/12/2018,93,USA,$ 17860397,"English, Spanish",Condé Nast Publications
tt2838568,The More You Ignore Me,2018,06/07/2018,98,UK,$ 90819,English,Genesius Pictures
tt2854926,Tag,2018,29/06/2018,100,USA,$ 78130625,"English, Spanish",Broken Road Productions
tt2873282,Red Sparrow,2018,01/03/2018,140,USA,$ 151572634,"English, Russian",Chernin Entertainment
tt2924392,Higher Power,2018,09/05/2018,93,USA,$ 528,English,Break Media
tt2936390,Battle Drone,2018,01/03/2018,93,USA,,English,Film Tiger
tt2948160,Corbin Nash,2018,20/04/2018,94,"UK, USA",,English,Jagger/Wagner Productions
